site_name,Zm,g1,Albedo,Elev,MAP,MAT,Source,Dataset,N_gN_100gleaf,AGB_t_DM_ha,Ref,lat,long,LC,Koppen,hc,LAImax,DATA_START,DATA_END,hc_RS,Elev_srtm3,Elev_gtopo30,theta_fc,theta_paw,theta_r,theta_s
US-AR1,3.13,3.4,0.16,611.0,,,FLUXNET2015,F15,,0.0,104,36.42670059,-99.41999817,GRA,Cfa,1.0,,2009.0,2012.0,0.6527239653453645,618.0,608,0.23539,0.13061,0.10036,0.38918
US-AR2,3.25,3.6,0.16,646.0,,,FLUXNET2015,F15,,0.0,105,36.63579941,-99.59750366,GRA,Cfa,1.0,,2009.0,2012.0,0.086056722925601,647.0,643,0.18435,0.100935,0.081348,0.37776
US-ARM,60.0,3.8,0.19,314.0,843.0,14.76,AMF_FLX,,,,,36.6058,-97.4888,CRO,Cfa,0.5,,2003.0,2023.0,0.4967882718136276,320.0,312,0.31827,0.18254,0.13065,0.42056
US-ARb,4.0,3.4,,424.0,,,AMF_FLX,,,,,35.5497,-98.0402,GRA,Cfa,,,2005.0,2006.0,0.3463820677758263,429.0,424,0.28054,0.15718,0.11842,0.39768
US-ARc,4.05,3.4,,424.0,,,AMF_FLX,,,,,35.5465,-98.04,GRA,Cfa,,,2005.0,2006.0,0.3390804597701147,424.0,424,0.27025,0.14978,0.11551,0.39483
US-Atq,-0.065,6.5,,15.0,93.0,-9.7,,F15,,0.0,,70.47,-157.409,WET,ET,0.3,1.1,,,0.0,,15,0.35709,0.21661,0.12891,0.56239
US-Aud,4.0,,,1466.0,,,FLUXNET2015,,,,,31.59070015,-110.509201,GRA,BSk,0.5,,,,0.4426368651860236,1472.0,1466,0.2675,0.12152,0.1407,0.40303
US-BRG,3.0,4.2,,180.0,1200.0,11.8,AMF_FLX,,,,,39.2167,-86.5406,GRA,Cfa,,,2016.0,2020.0,9.103181961650757,181.0,184,0.33614,0.21776,0.11375,0.44745
US-BZB,3.0,6.5,,100.0,274.0,-2.4,AMF_FLX,,,,,64.6955,-148.3208,WET,Dfb,,,2011.0,2022.0,4.679719280144872,,119,0.45143,0.32013,0.12234,0.56923
US-BZF,2.0,6.5,,95.0,274.0,-2.4,AMF_FLX,,,,,64.7013,-148.3121,WET,Dfb,,,2011.0,2022.0,4.708386860960755,,125,0.44196,0.3221,0.11159,0.56396
US-BZS,5.0,2.5,,100.0,274.0,-2.4,AMF_FLX,,,,,64.6963,-148.3235,ENF,Dfb,,,2010.0,2021.0,4.7547981860385145,,119,0.45143,0.32013,0.12234,0.56923
US-BZo,2.2,6.5,,100.0,274.0,-2.4,AMF_FLX,,,,,64.6936,-148.33,WET,Dfb,,,2018.0,2022.0,4.802653506649889,,119,0.43792,0.31721,0.11287,0.55688
US-Bar,26.5,4.7,,270.0,1245.77,5.61,FLUXNET2015,,,,,44.06464005,-71.28807831,DBF,Dfb,21.0,,2004.0,2022.0,15.62784995425435,278.0,283,0.29846,0.199884,0.092436,0.49618
US-Bi1,3.9,3.8,,-2.7,338.0,16.0,AMF_FLX,,,,,38.0992,-121.4993,CRO,Csa,,,2016.0,2021.0,0.273831232591227,-5.0,1,0.36383,0.16432,0.19099,0.46563
US-Bi2,5.11,3.8,,-5.0,338.0,16.0,AMF_FLX,,,,,38.1091,-121.5351,CRO,Csa,,,2017.0,2021.0,0.2852907000040068,-9.0,-2,0.3745,0.18385,0.18214,0.48483
US-Bkg,4.0,3.6,,495.0,,,FLUXNET2015,LT,,0.0,106,44.34529114,-96.83616638,GRA,Dfa,1.0,3.0,,,0.6934747962296798,495.0,496,0.32175,0.17583,0.1401,0.43738
US-Blo,15.0,2.6,0.1,1315.0,1226.0,11.09,FLUXNET2015,F15,1.407,236.0,107,38.89530182,-120.6327515,ENF,Csb,4.699999809,4.63,1997.0,2007.0,10.795356580159936,1329.0,1280,0.33366,0.20378,0.12332,0.49012
US-Bo1,3.0,,,217.0,,,FLUXNET2015,,,,,40.00619888,-88.29039764,CRO,Cfa,3.0,,,,0.3250219405168211,219.0,218,0.34481,0.19197,0.14705,0.44137
US-Brw,4.18,6.5,,,,,,LT,,0.0,108,71.323,-156.626,WET,ET,0.1,1.1,,,0.0,,2,0.38266,0.23122,0.14118,0.55058
US-CF1,2.1,3.8,,794.0,550.0,9.0,AMF_FLX,,,,,46.7815,-117.0821,CRO,Csb,,,2017.0,2021.0,0.5559423561073009,792.0,823,0.32567,0.19039,0.13024,0.41779
US-CF2,2.1,3.8,,807.0,550.0,9.0,AMF_FLX,,,,,46.784,-117.0908,CRO,Csa,,,2017.0,2020.0,0.4838328862963635,792.0,818,0.32049,0.19005,0.12559,0.41554
US-CF3,2.1,3.8,,795.0,550.0,9.0,AMF_FLX,,,,,46.7551,-117.1261,CRO,Csa,,,2017.0,2021.0,0.2272048222071672,781.0,792,0.31763,0.18865,0.12419,0.41455
US-CF4,2.1,3.8,,795.0,550.0,9.0,AMF_FLX,,,,,46.7518,-117.1285,CRO,Csa,,,2017.0,2021.0,0.2168021680216802,785.0,792,0.31763,0.18865,0.12419,0.41455
US-CRT,2.5,4.0,,180.0,849.0,10.1,AMF_FLX,,,,,41.6285,-83.3471,CRO,Dfa,,,2011.0,2013.0,1.0879677210612466,179.0,179,0.34965,0.17831,0.16437,0.45724
US-CS1,2.5,4.0,,328.0,830.0,7.0,AMF_FLX,,,,,44.1031,-89.5379,CRO,Dfb,,,2018.0,2019.0,4.672353575804123,336.0,334,0.24155,0.14059,0.096978,0.42668
US-CS2,31.0,5.8,,328.0,830.0,7.0,AMF_FLX,,,,,44.1467,-89.5002,ENF,Dfb,,,2018.0,2022.0,4.412982908091022,347.0,335,0.19555,0.11406,0.080195,0.45006
US-CS3,2.5,4.0,,328.0,830.0,7.0,AMF_FLX,,,,,44.1394,-89.5727,CRO,Dfb,,,2019.0,2020.0,3.9533003179708346,328.0,330,0.20661,0.119484,0.084464,0.4091
US-CS4,2.5,4.0,,328.0,830.0,7.0,AMF_FLX,,,,,44.1597,-89.5475,CRO,Dfb,,,2020.0,2021.0,3.773709160326259,331.0,331,0.2237,0.127603,0.093088,0.42444
US-Cop,3.0,3.9,0.16,1520.0,,,FLUXNET2015,F15,,0.0,109,38.09000015,-109.3899994,GRA,BSk,0.5,,2001.0,2007.0,0.2494277568066822,1907.0,1935,0.2437,0.12624,0.11249,0.37762
US-DFC,30.0,4.0,,264.9,787.0,7.65,AMF_FLX,,,,,43.3448,-89.7117,CRO,Dfb,,,2018.0,2022.0,5.8833805476865,259.0,258,0.28653,0.17572,0.10604,0.42903
US-DS3,2.76,3.8,,-7.0,432.0,16.0,AMF_FLX,,,,,38.1235,-121.549,CRO,Csa,,,2021.0,2023.0,0.2597466326172951,-7.0,-3,0.35927,0.16928,0.18192,0.46648
US-Dk1,4.8,4.2,,,,,,LT,,136.0,,35.971,-79.093,GRA,Cfa,0.55,2.0,,,11.77035773366419,172.0,168,0.27129,0.16478,0.10188,0.42101
US-Dk2,41.8,4.7,,,,,,LT,1.85,141.0,110,35.974,-79.1,DBF,Cfa,25.0,7.03,,,11.85463812014762,176.0,168,0.27129,0.16478,0.10188,0.42101
US-EDN,4.34,6.5,,,,,AMF_FLX,,,,,37.6156,-122.114,WET,Csb,,,2018.0,2019.0,0.8314929662683403,0.0,9,0.40217,0.20594,0.18565,0.53048
US-EML,3.94,3.9,,662.0,378.0,-1.0,AMF_FLX,,,,,63.8784,-149.2536,OSH,Dfc,,,2008.0,2020.0,1.203526050756455,,679,0.46307,0.31601,0.13423,0.60109
US-FPe,3.5,3.6,,638.0,,,FLUXNET2015,LT,,0.0,,48.30770111,-105.1018982,GRA,BSk,0.300000012,2.5,,,0.0021506827363431,633.0,642,0.29687,0.12886,0.16153,0.39626
US-FR2,7.97,3.8,,,,,,LT,1.75,43.0,111,29.949,-97.996,SAV,Cfa,,2.8,,,4.767381632246499,269.0,259,0.30423,0.14246,0.15537,0.42599
US-Fcr,2.3,3.9,,265.0,,-2.4,AMF_FLX,,,,,65.3968,-148.9348,OSH,Dfc,,,2011.0,2014.0,2.594057695629642,,286,0.45495,0.29803,0.14361,0.59899
US-Fmf,23.0,2.6,,2160.0,546.0,9.5,AMF_FLX,,,,,35.1426,-111.7273,ENF,Csb,,,2005.0,2010.0,4.838223772863545,2200.0,2232,0.30036,0.1547,0.13985,0.41924
US-Fuf,23.0,2.6,,2180.0,562.0,8.7,AMF_FLX,,,,,35.089,-111.762,ENF,Csb,,,2005.0,2010.0,5.763089402000648,2222.0,2231,0.32835,0.1803,0.14185,0.45317
US-GBT,30.2,2.6,,3191.0,1200.0,0.8,FLUXNET2015,F15,,108.0,,41.366,-106.24,ENF,Dfc,14.9,3.0,1999.0,2006.0,3.9874418515611536,3192.0,3137,0.33942,0.214,0.11854,0.50304
US-GLE,30.2,2.6,0.1,3197.0,1200.0,0.8,FLUXNET2015,F15,,108.0,,41.36650085,-106.2398987,ENF,Dfc,10.0,4.5,2005.0,2020.0,3.990121471441287,3199.0,3137,0.33942,0.214,0.11854,0.50304
US-Goo,4.0,4.2,0.16,87.0,1425.77,15.89,FLUXNET2015,F15,,26.0,112,34.25469971,-89.87349701,GRA,Cfa,0.300000012,2.0,2002.0,2006.0,7.286109527128345,95.0,91,0.32121,0.21838,0.098829,0.43428
US-HB1,4.89,6.5,,0.1,1429.0,18.3,AMF_FLX,,,,,33.3455,-79.1957,WET,Cfa,,,2019.0,2022.0,3.622653390110885,0.0,2,0.3276,0.18261,0.13812,0.48578
US-HB2,32.92,5.8,,4.7,1429.0,18.3,AMF_FLX,,,,,33.3242,-79.244,ENF,Cfa,,,2019.0,2019.0,4.957889905318998,12.0,4,0.26814,0.15148,0.112,0.45278
US-HB3,6.1,5.8,,7.3,1429.0,18.3,AMF_FLX,,,,,33.3482,-79.2322,ENF,Cfa,,,2019.0,2022.0,4.859129525273223,14.0,5,0.26561,0.1518,0.10931,0.45874
US-HWB,5.0,,,378.0,1006.35,10.1,AMF_FLX,,,,,40.8608,-77.8488,CVM,Cfa,,,2015.0,2018.0,7.704094603443623,349.0,361,0.3539,0.21438,0.1339,0.46273
US-Ha1,29.0,4.7,,340.0,1071.0,6.62,FLUXNET2015,F15,1.972,187.0,113,42.53779984,-72.17150116,DBF,Dfb,25.0,5.2,1991.0,2020.0,11.950136970879612,354.0,351,0.28461,0.190457,0.087799,0.50049
US-Hn2,3.25,3.3,,117.5,197.0,12.8,AMF_FLX,,,,,46.6889,-119.4641,GRA,BWk,,,2015.0,2018.0,0.0062527720042786,116.0,119,0.236,0.13219,0.099156,0.37184
US-Hn3,3.25,3.9,,120.9,197.0,12.8,AMF_FLX,,,,,46.6878,-119.4614,OSH,BWk,,,2017.0,2018.0,0.0086006730961553,119.0,119,0.236,0.13219,0.099156,0.37184
US-Ho1,31.0,5.8,,60.0,1070.0,5.27,FLUXNET2015,LT,1.16,194.0,114,45.20410156,-68.74019623,ENF,Dfb,20.0,5.8,,,11.377786949227056,85.0,69,0.30612,0.20339,0.096312,0.5011
US-Ho2,28.3,5.8,,61.0,1064.0,5.13,AMF_FLX,,,,,45.2091,-68.747,ENF,Dfb,,,1999.0,2023.0,11.514298015858776,93.0,84,0.31527,0.21095,0.097633,0.50651
US-IB2,3.76,4.2,,226.5,930.25,9.04,FLUXNET2015,,,,,41.8406,-88.241,GRA,Dfa,,,2004.0,2011.0,3.519947640999374,226.0,228,0.32774,0.17915,0.1427,0.44035
US-ICh,3.8,3.9,,940.0,318.0,-7.4,AMF_FLX,,,,,68.6068,-149.2958,OSH,ET,,,2007.0,2023.0,0.0,,975,0.4909,0.29385,0.17304,0.65133
US-ICs,2.56,6.5,,920.0,318.0,-7.4,AMF_FLX,,,,,68.6058,-149.311,WET,ET,,,2007.0,2023.0,0.0,,915,0.51798,0.3011,0.1855,0.67814
US-ICt,3.0,3.9,,930.0,318.0,-7.4,AMF_FLX,,,,,68.6063,-149.3041,OSH,ET,,,2007.0,2023.0,0.0,,958,0.51229,0.3009,0.18231,0.67135
US-Ivo,3.8,6.5,,568.0,304.0,-8.28,,F15,,0.0,115,68.487,-155.75,WET,ET,0.3,,,,0.0,,554,0.56132,0.31763,0.20857,0.70149
US-Jo1,10.0,3.9,,1188.0,245.1,14.7,AMF_FLX,,,,,32.582,-106.635,OSH,BWk,,,2010.0,2022.0,0.00034449348692,1396.0,1400,0.21623,0.10737,0.10476,0.36604
US-Jo2,7.1,3.9,,1469.0,282.3,17.5,AMF_FLX,,,,,32.5849,-106.6032,OSH,BWk,,,2010.0,2020.0,0.0027447983380515,1466.0,1468,0.24226,0.11368,0.12378,0.38028
US-KFS,3.0,3.4,,310.0,1014.0,12.0,AMF_FLX,,,,,39.0561,-95.1907,GRA,Cfa,,,2007.0,2019.0,4.281685405480238,335.0,332,0.35919,0.20294,0.15011,0.4581
US-KLS,3.0,3.4,,373.0,812.0,12.0,AMF_FLX,,,,,38.7745,-97.5684,GRA,Cfa,,,2012.0,2019.0,0.9556618946448786,381.0,382,0.31004,0.16607,0.13841,0.41828
US-KS1,18.0,5.8,,1.0,1266.0,21.9,AMF_FLX,,,,,28.4583,-80.6709,ENF,Cfa,,,2002.0,2003.0,1.7905495715071933,6.0,1,0.21285,0.135847,0.073888,0.44329
US-KS2,4.1,2.9,0.25,3.0,1294.0,21.66,AMF_FLX,F15,1.2,30.0,116,28.6086,-80.6715,CSH,Cfa,2.0,2.5,1999.0,2006.0,1.3486882690086015,5.0,1,0.24494,0.156741,0.083938,0.46716
US-KS3,2.85,6.5,,0.0,1340.0,22.3,AMF_FLX,,,,,28.7084,-80.7427,WET,Cfa,,,2018.0,2018.0,0.8894305116654339,2.0,1,0.37358,0.23381,0.12919,0.55559
US-Kon,3.0,3.4,,417.0,867.0,12.77,AMF_FLX,,,,,39.0824,-96.5603,GRA,Cfa,,,2004.0,2019.0,1.8757870805120336,445.0,427,0.38091,0.20516,0.16843,0.47472
US-LPH,,4.7,,,,,,LT,,150.0,,42.542,-72.185,DBF,Dfb,16.5,4.5,,,11.85484309770628,385.0,330,0.27831,0.183492,0.089394,0.48194
US-LS2,6.4,3.8,,1240.0,288.0,17.0,AMF_FLX,,,,,31.5659,-110.1344,SAV,BSk,,,2002.0,2007.0,0.340855649902025,1242.0,1232,0.28526,0.12319,0.15592,0.40303
US-LWW,3.0,,,365.0,805.12,16.09,FLUXNET2015,,,,,34.9604,-97.9789,GRA,Cfa,,,1997.0,1998.0,0.9985868461546512,368.0,365,0.26528,0.14475,0.11552,0.38934
US-Lin,9.18,3.8,,131.0,,,AMF_FLX,,,,,36.3566,-119.0922,CRO,BSh,,,2009.0,2010.0,1.1945416015142791,133.0,157,0.21627,0.120292,0.091849,0.37528
US-Los,10.2,6.5,,480.0,828.0,4.08,FLUXNET2015,F15,2.036,63.0,117118,46.08269882,-89.97920227,WET,Dfb,2.0,4.24,2000.0,2014.0,7.891647219409092,479.0,485,0.2822,0.17622,0.10067,0.47495
US-MMS,46.0,4.7,0.11,275.0,1032.0,10.85,AMF_FLX,F15,2.06,178.0,124,39.3232,-86.4131,DBF,Cfa,27.0,4.62,1999.0,2020.0,15.767467055370618,294.0,293,0.34644,0.23011,0.11163,0.45981
US-MOz,32.0,4.7,,212.0,986.0,12.11,FLUXNET2015,LT,1.587,188.0,125,38.74411011,-92.20001221,DBF,Cfa,24.0,4.01,2004.0,2021.0,6.455260492184241,243.0,215,0.36067,0.23136,0.12408,0.46756
US-Me1,10.0,2.5,,896.0,704.61,7.88,AMF_FLX,,,,,44.5794,-121.5,ENF,Csb,,,2004.0,2005.0,5.008342855070096,894.0,859,0.27722,0.16572,0.10666,0.42802
US-Me2,33.0,2.5,0.1,1253.0,523.0,6.28,AMF_FLX,F15,1.14,171.0,119,44.4526,-121.5589,ENF,Csb,16.0,3.58,2002.0,2022.0,6.649705088473455,1260.0,1235,0.31079,0.2001,0.10441,0.4954
US-Me3,18.0,2.5,0.1,1005.0,719.0,7.07,FLUXNET2015,F15,1.13,84.0,120,44.3154,-121.6078,ENF,Csb,16.0,0.52,2004.0,2009.0,5.0229751027138345,1006.0,1008,0.24656,0.149485,0.093027,0.44719
US-Me4,56.0,2.5,0.1,922.0,1038.82,7.61,FLUXNET2015,F15,1.1,134.0,121,44.49919891,-121.6223984,ENF,Csb,20.0,2.0,,,6.259724340814995,933.0,924,0.32605,0.20748,0.11189,0.5009
US-Me5,18.0,2.5,,1188.0,590.81,6.47,FLUXNET2015,F15,1.01,120.0,122,44.437,-121.567,ENF,Csb,4.3,1.1,2000.0,2002.0,6.702633420901926,1181.0,1185,0.34011,0.21752,0.11465,0.52395
US-Me6,17.5,2.5,0.1,998.0,494.0,7.59,FLUXNET2015,F15,1.24,85.0,123,44.32329941,-121.6078033,ENF,Csb,5.199999809,1.8,2010.0,2022.0,5.228689054658395,999.0,1006,0.23817,0.145364,0.088996,0.44106
US-Mo1,3.6,4.0,,260.0,981.0,12.0,AMF_FLX,,,,,39.2298,-92.1167,CRO,Cfa,,,2015.0,2023.0,2.0155468526501674,261.0,259,0.35288,0.19755,0.14941,0.43967
US-Mo2,3.81,3.4,,275.0,981.0,12.0,AMF_FLX,,,,,38.9488,-91.9945,GRA,Cfa,,,2018.0,2023.0,3.2065759771890217,276.0,274,0.36403,0.21108,0.14697,0.45361
US-Mo3,3.5,4.0,,261.0,981.0,12.0,AMF_FLX,,,,,39.2322,-92.1493,CRO,Cfa,,,2016.0,2021.0,2.1088511200765456,263.0,262,0.36317,0.20483,0.15211,0.44913
US-Mpj,8.2,3.7,,2196.0,385.0,10.5,AMF_FLX,,,,,34.4385,-106.2377,WSA,BSk,,,2008.0,2020.0,0.5561491691166399,2191.0,2190,0.26819,0.13295,0.12977,0.39125
US-Myb,5.7,6.5,,-1.0,338.0,15.9,FLUXNET2015,F15,,13.0,,38.04980087,-121.7650986,WET,Csa,1.0,,2010.0,2021.0,0.4283837978744736,-5.0,-2,0.35829,0.18176,0.16876,0.47781
US-NC1,10.5,5.8,,5.0,1320.0,16.6,AMF_FLX,,,,,35.8118,-76.7119,ENF,Cfa,,,2005.0,2012.0,6.542636301469219,24.0,6,0.26555,0.15535,0.1055,0.43868
US-NC3,11.35,5.8,,5.0,1320.0,16.6,AMF_FLX,,,,,35.799,-76.656,ENF,Cfa,,,2013.0,2021.0,4.540179866550621,15.0,5,0.27312,0.15977,0.10846,0.43915
US-NC4,35.15,6.5,,1.0,1311.0,16.6,AMF_FLX,,,,,35.7879,-75.9038,WET,Cfa,,,2009.0,2021.0,8.581640689769527,11.0,1,0.29705,0.16937,0.12206,0.45701
US-NGB,4.15,,,5.273,171.0,-11.27,AMF_FLX,,,,,71.28,-156.6092,SNO,ET,,,2012.0,2019.0,0.0,,4,0.44516,0.26678,0.15957,0.61837
US-NGC,2.75,3.3,,35.0,,,AMF_FLX,,,,,64.8618,-163.7002,GRA,Dfc,,,2017.0,2023.0,1.3876447711440658,,65,0.49015,0.32487,0.14606,0.63773
US-NR1,25.5,2.6,0.1,3050.0,800.0,1.5,AMF_FLX,F15,0.983,105.0,126,40.0329,-105.5464,ENF,Dfc,12.0,3.65,1998.0,2016.0,4.480359793733885,3059.0,3028,0.29208,0.18107,0.10562,0.46779
US-Ne1,6.2,4.0,0.19,361.0,790.37,10.07,AMF_FLX,,,,,41.1651,-96.4766,CRO,Dfa,3.0,,2001.0,2020.0,0.5736868846644236,356.0,354,0.3245,0.17578,0.14322,0.41965
US-Ne2,6.2,4.0,0.12,362.0,788.89,10.08,FLUXNET2015,,,,,41.16490173,-96.4701004,CRO,Dfa,2.5,,2001.0,2013.0,0.5915753549413785,355.0,355,0.32809,0.17638,0.1461,0.42169
US-Ne3,6.2,4.0,0.19,363.0,783.68,10.11,FLUXNET2015,,,,,41.17969894,-96.43969727,CRO,Dfa,2.5,,2001.0,2013.0,0.7224341525131309,358.0,356,0.32818,0.17531,0.14723,0.42036
US-ONA,2.8,4.2,,25.0,1268.0,22.3,AMF_FLX,,,,,27.3836,-81.9509,GRA,Cfa,,,2016.0,2022.0,3.482936977082576,28.0,22,0.080194,0.018367,0.061826,0.42782
US-ORv,15.0,6.5,,221.0,1499.1,11.63,AMF_FLX,,,,,40.0201,-83.0183,WET,Cfa,,,2011.0,2016.0,3.3922411691869714,219.0,239,0.30804,0.17082,0.13182,0.42269
US-OWC,5.77,6.5,,174.0,930.0,10.7,AMF_FLX,,,,,41.3795,-82.5125,WET,Cfa,,,2015.0,2016.0,2.8666271771011487,173.0,180,0.31278,0.18129,0.12563,0.45947
US-Oho,34.0,4.7,,230.0,849.0,10.1,FLUXNET2015,F15,,100.0,127,41.5545,-83.8438,DBF,Dfa,24.5,4.0,2004.0,2013.0,5.675056924821126,213.0,200,0.25473,0.14557,0.10524,0.4582
US-PFa,396.0,,,470.0,823.0,4.33,FLUXNET2015,,,,,45.94589996,-90.27230072,MF,Dfb,30.0,,,,9.092442686770069,470.0,473,0.24893,0.162804,0.081721,0.45712
US-Pnp,60.0,,,260.0,875.0,7.94,AMF_FLX,,,,,43.0896,-89.4158,WAT,Dfb,,,2016.0,2022.0,2.6497977778810844,258.0,259,-3.4e+38,-3.4e+38,-3.4e+38,-3.4e+38
US-Prr,16.0,2.5,0.1,210.0,275.0,-2.0,FLUXNET2015,F15,,29.0,128129,65.123703,-147.4875946,ENF,Dfc,7.0,0.73,2010.0,2014.0,4.987170737642906,,264,0.44165,0.32093,0.11158,0.57291
US-RGA,4.6,4.0,,61.0,1250.0,16.7,AMF_FLX,,,,,34.4159,-91.6733,CRO,Cfa,,,2021.0,2023.0,5.456667018024666,59.0,56,0.31847,0.19729,0.11664,0.42252
US-RGB,2.4,3.8,,33.0,737.0,16.0,AMF_FLX,,,,,39.5782,-121.8579,CRO,Csa,,,2021.0,2023.0,1.93413925739854,35.0,34,0.35156,0.15714,0.18632,0.45572
US-RGo,2.9,3.8,,40.0,610.0,16.0,AMF_FLX,,,,,39.6805,-122.0026,CRO,Csa,,,2021.0,2023.0,5.10376147598005,40.0,39,0.28931,0.14833,0.1354,0.40205
US-Rls,3.05,2.9,,1608.0,333.0,8.4,AMF_FLX,,,,,43.1439,-116.7356,CSH,Dsb,,,2014.0,2023.0,0.7289281997918837,1617.0,1586,0.30554,0.17111,0.12896,0.43008
US-Rms,3.05,2.9,,2111.0,800.0,5.4,AMF_FLX,,,,,43.0645,-116.7486,CSH,Dsb,,,2014.0,2023.0,2.12123833710081,2119.0,2130,0.30365,0.19111,0.1069,0.47434
US-Ro1,3.7,4.0,,290.0,879.0,6.4,AMF_FLX,,,,,44.7143,-93.0898,CRO,Dfa,,,2004.0,2016.0,1.9085931985593547,284.0,296,0.25221,0.14369,0.10414,0.42554
US-Ro2,3.7,4.0,,292.0,879.0,6.4,AMF_FLX,,,,,44.7288,-93.0888,CRO,Dfa,,,2008.0,2016.0,2.169509006523057,284.0,290,0.27291,0.15573,0.11224,0.4339
US-Ro4,3.7,3.6,,274.0,879.0,6.4,AMF_FLX,,,,,44.6781,-93.0723,GRA,Dfa,,,2014.0,2023.0,1.3922303721814724,261.0,273,0.27396,0.16067,0.10839,0.43592
US-Ro5,4.5,4.0,,283.0,879.0,6.4,AMF_FLX,,,,,44.691,-93.0576,CRO,Dfa,,,2017.0,2023.0,1.5828354155350357,281.0,279,0.26098,0.15217,0.10421,0.42974
US-Ro6,3.7,4.0,,282.0,879.0,6.4,AMF_FLX,,,,,44.6946,-93.0578,CRO,Dfa,,,2017.0,2023.0,1.6447717417871404,281.0,290,0.26098,0.15217,0.10421,0.42974
US-Rpf,7.5,4.7,,497.0,450.0,-0.8,AMF_FLX,,,,,65.1198,-147.429,DBF,Dfc,,,2008.0,2023.0,4.378205026517974,,455,0.41801,0.2972,0.11269,0.55412
US-Rwe,5.25,2.9,,2098.0,800.0,5.4,AMF_FLX,,,,,43.0653,-116.7591,CSH,Dsb,,,2003.0,2007.0,2.145022047742198,2095.0,2060,0.32966,0.21046,0.11338,0.4794
US-Rwf,3.57,2.9,,1878.0,505.0,6.5,AMF_FLX,,,,,43.1207,-116.7231,CSH,Dsb,,,2014.0,2023.0,0.9781966207550326,1885.0,1914,0.29511,0.17255,0.11744,0.42871
US-Rws,3.05,3.9,,1425.0,290.0,8.9,AMF_FLX,,,,,43.1675,-116.7132,OSH,Csb,,,2014.0,2023.0,0.2471790109124681,1428.0,1404,0.28354,0.15991,0.11866,0.40344
US-SO2,4.5,2.9,,,,,,LT,0.913,3.0,130,33.374,-116.623,CSH,Csb,1.0,3.0,,,1.2357252592497756,1407.0,1394,0.22094,0.11553,0.10246,0.40193
US-SO3,,2.9,,,,,,LT,0.913,5.0,130,33.377,-116.623,CSH,Csb,0.5,1.1,,,1.1946195611592905,1422.0,1461,0.22196,0.11593,0.103,0.40172
US-SO4,5.8,2.9,,,,,,LT,0.913,6.0,130,33.384,-116.64,CSH,Csb,2.3,3.0,,,1.0213442276717617,1406.0,1433,0.20951,0.10855,0.098609,0.39611
US-SP1,32.0,5.8,,47.0,,,FLUXNET2015,LT,1.12,166.0,131,29.73806953,-82.21877289,ENF,Cfa,22.0,5.5,,,8.297740156868839,45.0,48,0.083296,0.01904,0.064255,0.44927
US-SP2,30.0,5.8,,46.0,,,FLUXNET2015,LT,0.95,168.0,131,29.76479912,-82.24481964,ENF,Cfa,1.0,7.29,,,8.58522708367992,46.0,46,0.076303,0.014477,0.061824,0.45191
US-SP3,30.0,5.8,,36.0,,,FLUXNET2015,LT,0.95,191.0,131,29.75477028,-82.16327667,ENF,Cfa,10.0,6.63,,,7.601357646745643,37.0,36,0.093912,0.028403,0.065505,0.45342
US-SRC,3.75,3.9,,950.0,330.0,22.0,FLUXNET2015,F15,,0.0,,31.908,-110.84,OSH,BSh,1.7,,2008.0,2014.0,0.1628643303261624,995.0,991,0.25711,0.10865,0.14298,0.37821
US-SRG,3.5,3.7,0.16,1291.0,420.0,17.0,AMF_FLX,F15,1.77,0.0,132,31.7894,-110.8277,GRA,Csa,1.0,1.7,2008.0,2023.0,1.5891653002942685,1292.0,1293,0.28052,0.12437,0.15061,0.4174
US-SRM,8.3,3.7,0.19,1120.0,380.0,17.92,FLUXNET2015,F15,3.043,0.0,133,31.82139969,-110.8659973,WSA,BSk,2.5,0.5,2004.0,2014.0,0.6566987593483052,1119.0,1128,0.27618,0.1202,0.15031,0.40437
US-SRS,7.1,3.7,,1169.0,388.0,19.4,AMF_FLX,,,,,31.8173,-110.8508,WSA,BSk,,,2011.0,2018.0,0.8445423758249395,1169.0,1152,0.27604,0.12116,0.14928,0.40646
US-Seg,3.4,3.9,,1596.0,273.304,13.667,AMF_FLX,,,,,34.3623,-106.702,GRA,BSk,,,2007.0,2021.0,0.0033536874742936,1593.0,1589,0.21286,0.10794,0.10153,0.3764
US-Ses,3.2,3.9,,1604.0,275.082,13.722,AMF_FLX,,,,,34.3349,-106.7442,OSH,BSk,,,2007.0,2021.0,0.0539730767607713,1595.0,1586,0.20644,0.10611,0.097179,0.37418
US-Sne,5.43,3.3,,-5.0,311.0,16.09,AMF_FLX,,,,,38.0369,-121.7547,GRA,Csa,,,2016.0,2020.0,0.5169353868367226,-5.0,-2,0.35701,0.18709,0.16248,0.47744
US-Snf,3.49,3.3,,-4.0,,,AMF_FLX,,,,,38.0402,-121.7272,GRA,Csa,,,2018.0,2020.0,0.4990174650598545,-5.0,-1,0.36634,0.19012,0.16858,0.47899
US-Srr,3.4,6.5,,8.0,326.0,15.1,AMF_FLX,,,,,38.2006,-122.0264,WET,Csb,,,2014.0,2017.0,0.2831774298434296,2.0,1,0.30875,0.15145,0.15109,0.42142
US-StJ,3.6,6.5,,6.7,1121.0,13.5,AMF_FLX,,,,,39.0882,-75.4372,WET,Cfa,,,2015.0,2017.0,1.865459684353042,1.0,1,0.23508,0.145934,0.085197,0.4205
